"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Category","Question","Response","Age","Sex","RaceEthnicity","RiskFactor","RiskFactorResponse","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_limit","High_Confidence_Limit","Numerator","Sample_Size","LocationID","TopicID","CategoryID","QuestionID","ResponseID","DataValueTypeID","AgeID","SexID","RaceEthnicityID","RiskFactorID","RiskFactorResponseID","GeoLocation","Geographic Level","StateAbbr"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","All races","All participants","Total","%","Crude Prevalence","3.5",,,"2.3","4.9",,"1,799","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","ALLRACE","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","All races","Diabetes","No","%","Crude Prevalence","3.3",,,"2.1","4.9",,"1,423","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","ALLRACE","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","All races","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"321","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","ALLRACE","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","All races","Hypertension","No","%","Crude Prevalence","3.2",,,"1.9","5",,"1,090","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","ALLRACE","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","All races","Hypertension","Yes","%","Crude Prevalence","4",,,"2.2","6.5",,"709","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","ALLRACE","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","All races","Smoking","No","%","Crude Prevalence","2.9",,,"1.6","4.8",,"737","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","ALLRACE","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","All races","Smoking","Yes","%","Crude Prevalence","3.9",,,"2.5","5.8",,"1,061","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","ALLRACE","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Black, non-Hispanic","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"398","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","BLK","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Black, non-Hispanic","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"273","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","BLK","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"97","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","BLK","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Black, non-Hispanic","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"185","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","BLK","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Black, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"213","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","BLK","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Black, non-Hispanic","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"166","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","BLK","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Black, non-Hispanic","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"231","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","BLK","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Hispanic, any race","All participants","Total","%","Crude Prevalence","3.5",,,"2","5.6",,"466","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","HISP","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Hispanic, any race","Diabetes","No","%","Crude Prevalence","3.1",,,"1.6","5.5",,"361","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","HISP","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"93","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","HISP","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Hispanic, any race","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"320","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","HISP","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"146","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","HISP","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Hispanic, any race","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"202","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","HISP","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Hispanic, any race","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"264","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","HISP","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Other","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"65","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","OTH","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Other","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"59","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","OTH","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Other","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","OTH","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Other","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"40","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","OTH","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Other","Hypertension","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","OTH","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Other","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"30","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","OTH","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","Other","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"35","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","OTH","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","White, non-Hispanic","All participants","Total","%","Crude Prevalence","3.5",,,"2.1","5.4",,"870","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","WHT","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","White, non-Hispanic","Diabetes","No","%","Crude Prevalence","3.3",,,"1.8","5.4",,"730","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","WHT","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Male","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"126","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GM","WHT","RFDM","RFYES",,"National","US"
